"Total_Orders","Total_Quantity","Total_Revenue","Avg_Discount","Avg_Profit","Avg_Shipping","Recency"
1,2,124,0.2,31,3.1,146
1,5,795,0.4,63.1,6.3,91
2,8,761,0.3,21.05,2.1,54
1,1,85,0.1,2.5,0.2,137
1,1,248,0.5,155.6,15.6,360
1,3,744,0.5,145.7,14.6,172
1,1,109,0.5,12.7,1.3,327
1,1,196,0.4,104.2,10.4,63
1,2,456,0.4,129.8,13,59
2,6,1380,0.35,78.8,7.9,127
1,4,216,0.1,13.5,1.4,248
1,1,218,0.5,105.3,10.5,148
2,9,1576,0.45,55.65,5.55,211
1,1,65,0.2,13,1.3,234
1,5,545,0.5,1.8,0.2,311
1,1,114,0.2,31.7,3.2,305
1,5,980,0.3,86.6,8.7,9
2,6,534,0.25,43.05,4.35,198
1,4,896,0.5,135,13.5,207
2,5,360,0.2,45,4.5,111
2,7,1487,0.35,111.85,11.2,47
2,3,290,0.3,24.3,2.45,102
1,1,140,0.1,39,3.9,73
3,8,1248,0.366666666666667,64.3333333333333,6.43333333333333,57
1,4,924,0.3,123.3,12.3,239
1,1,85,0.4,21.3,2.1,42
1,1,228,0.3,141.2,14.1,166
2,2,423,0.15,124.2,12.4,272
1,5,700,0.3,39,3.9,47
1,3,588,0.4,92.5,9.2,157
1,4,1000,0.2,130,13,55
2,2,427,0.15,128.1,12.8,62
2,3,649,0.45,109.85,10.95,66
2,4,488,0.35,56,5.6,1
1,1,199,0.2,79.2,7.9,280
1,4,456,0.1,29.4,2.9,335
1,2,496,0.5,143.2,14.3,153
3,9,1707,0.4,81.1333333333333,8.13333333333333,43
1,2,426,0.4,116,11.6,344
1,1,159,0.5,71.1,7.1,200
3,6,751,0.2,39.2333333333333,3.93333333333333,55
2,8,600,0.25,10.95,1.1,75
1,1,114,0.2,22.6,2.3,160
1,1,72,0.2,14.4,1.4,236
1,2,170,0.4,1.6,0.2,259
2,5,1142,0.25,122.65,12.25,146
2,6,1185,0.3,76.5,7.65,158
1,1,109,0.4,24.6,2.5,55
1,1,109,0.5,12.7,1.3,149
1,2,318,0.4,66.3,6.6,208
1,5,425,0.4,17,1.7,330
2,5,736,0.2,55.75,5.55,238
1,4,216,0.1,13.5,1.4,47
2,3,545,0.5,66.05,6.6,57
1,1,122,0.4,39.6,4,56
1,1,83,0.2,16.6,1.7,155
2,8,767,0.25,16.95,1.7,178
1,4,216,0.1,13.5,1.4,341
1,1,130,0.1,43.5,4.4,117
2,9,1043,0.3,39.3,3.95,55
1,5,1065,0.4,90.4,9,361
1,1,140,0.3,51.6,5.2,184
1,1,218,0.5,127.1,12.7,202
2,2,463,0.35,141.2,14.1,77
1,1,85,0.4,1.6,0.2,18
1,1,54,0.1,54,5.4,182
1,2,448,0.5,139.5,14,193
1,3,477,0.4,59.9,6,294
2,10,1400,0.45,58.85,5.85,59
2,5,553,0.4,73.95,7.4,76
1,1,224,0.4,117.1,11.7,38
1,2,422,0.2,122.6,12.3,147
1,1,248,0.4,163,16.3,159
1,1,117,0.1,33.5,3.3,293
1,1,224,0.3,137.3,13.7,234
2,2,302,0.3,82.6,8.25,207
2,5,669,0.35,57.65,5.75,11
1,1,114,0.3,27.2,2.7,172
1,2,170,0.3,42.5,4.3,275
1,1,33,0.2,6.6,0.7,71
1,1,122,0.4,32.2,3.2,113
1,1,196,0.5,106.2,10.6,293
1,4,1000,0.2,120,12,23
1,2,130,0.2,32.5,3.3,25
1,1,222,0.2,119.8,12,255
2,6,834,0.25,74.3,7.45,77
1,5,570,0.2,22.6,2.3,106
1,5,425,0.4,17,1.7,137
1,2,208,0.2,19.8,2,149
1,1,109,0.5,23.6,2.4,112
1,5,1240,0.5,155.6,15.6,47
1,1,122,0.4,34.7,3.5,244
2,5,412,0.3,61.8,6.2,53
1,1,248,0.4,158.1,15.8,231
1,5,590,0.3,8.5,0.9,52
1,5,1065,0.4,111.7,11.2,58
1,5,1065,0.1,122.4,12.2,20
3,11,2063,0.433333333333333,94.4,9.43333333333333,183
1,1,250,0.3,147.5,14.8,138
1,1,62,0.2,15.5,1.6,208
1,3,639,0.5,126.6,12.7,87
1,2,456,0.4,129.8,13,301
1,2,426,0.4,116,11.6,61
3,6,856,0.266666666666667,67.5333333333333,6.76666666666667,61
1,1,228,0.4,111.5,11.2,89
1,1,122,0.3,31,3.1,37
1,2,166,0.1,1.3,0.1,205
1,4,216,0.2,13.5,1.4,297
1,2,500,0.2,145,14.5,100
1,3,390,0.1,46.1,4.6,56
2,6,662,0.15,25.8,2.55,127
1,1,250,0.2,120,12,13
2,9,1534,0.35,61.2,6.15,170
2,3,272,0.3,19.15,1.9,142
1,1,109,0.2,20.3,2,105
1,1,211,0.3,112,11.2,132
1,1,231,0.3,137.1,13.7,151
1,4,288,0.2,18,1.8,245
1,1,114,0.1,28.3,2.8,90
1,5,1090,0.4,94.4,9.4,57
1,5,1240,0.4,143.2,14.3,84
1,3,588,0.4,92.5,9.2,19
1,4,456,0.2,24.9,2.5,144
1,5,425,0.5,17,1.7,115
1,5,1090,0.3,105.3,10.5,164
2,9,1456,0.4,59.75,6,10
2,6,1187,0.45,73.8,7.4,45
1,1,65,0.2,65,6.5,75
1,1,228,0.3,120.6,12.1,181
2,7,484,0.25,22.7,2.25,2
1,1,114,0.3,23.7,2.4,237
1,1,218,0.1,135.8,13.6,345
2,6,1456,0.2,144.45,14.45,31
2,3,353,0.45,27.9,2.8,240
1,4,472,0.1,33.3,3.3,156
1,4,852,0.3,107.4,10.7,98
1,1,213,0.5,122.4,12.2,250
1,4,472,0.2,14.4,1.4,211
1,1,213,0.3,113.8,11.4,278
1,5,980,0.4,76.8,7.7,233
1,3,390,0.2,30.5,3.1,234
2,6,450,0.3,32.7,3.25,29
3,3,544,0.1,124.766666666667,12.5,17
1,1,159,0.5,71.1,7.1,52
2,5,553,0.2,24.45,2.45,153
1,4,924,0.2,132.5,13.3,79
2,2,309,0.5,67.65,6.75,50
1,1,114,0.1,31.7,3.2,286
1,3,333,0.2,14.4,1.4,116
1,1,250,0.2,145,14.5,329
2,2,273,0.2,48.8,4.9,57
1,2,244,0.5,39.6,4,264
2,2,444,0.45,126.55,12.65,49
1,1,228,0.4,111.5,11.2,30
1,2,448,0.5,130.6,13.1,334
1,3,255,0.4,28.3,2.8,131
1,5,1120,0.2,121.6,12.2,35
1,1,54,0.1,10.8,1.1,149
1,1,109,0.5,24.6,2.5,139
1,1,224,0.4,139.5,14,242
1,3,354,0.2,23.8,2.4,352
1,1,54,0.3,18,1.8,14
1,4,488,0.5,37.1,3.7,158
1,1,159,0.5,74.2,7.4,112
1,3,333,0.1,21,2.1,29
1,5,1090,0.4,116.2,11.6,139
1,1,118,0.1,36.8,3.7,74
1,4,456,0.3,15.8,1.6,264
1,5,1065,0.4,90.4,9,282
1,3,654,0.4,124.9,12.5,174
2,7,1001,0.25,76.7,7.7,154
1,1,228,0.5,136.6,13.7,233
2,9,1596,0.25,62.5,6.25,11
1,5,590,0.3,8.5,0.9,173
1,1,140,0.3,51.6,5.2,58
1,5,1090,0.4,94.4,9.4,194
2,6,662,0.15,29.15,2.95,57
1,2,170,0.5,42.5,4.3,165
1,3,639,0.5,113.8,11.4,147
1,2,124,0.5,31,3.1,89
2,2,267,0.4,90.3,9.05,93
1,2,218,0.4,20.3,2,84
2,6,1261,0.25,100.25,10,62
2,6,935,0.25,40.1,4,21
1,1,54,0.2,54,5.4,307
1,2,496,0.4,148.2,14.8,77
1,1,122,0.5,27.4,2.7,71
1,5,425,0.5,17,1.7,113
1,1,159,0.4,75.8,7.6,295
1,2,218,0.3,22.5,2.2,66
2,9,402,0.25,9.55,0.95,87
1,1,117,0.2,31.2,3.1,245
1,1,218,0.5,105.3,10.5,68
1,2,436,0.5,116.2,11.6,255
3,5,597,0.4,53.2,5.3,72
1,5,1140,0.5,113.8,11.4,136
2,5,970,0.25,76.4,7.65,17
2,6,506,0.35,19.15,1.9,233
1,1,85,0.1,1.6,0.2,244
1,1,140,0.3,47.4,4.7,139
2,3,186,0.35,25.85,2.6,20
1,1,62,0.4,20.7,2.1,93
2,2,387,0.35,96.6,9.7,50
1,2,448,0.3,130.6,13.1,54
1,1,122,0.4,37.1,3.7,250
1,4,472,0.3,14.4,1.4,293
1,2,392,0.4,108.2,10.8,300
2,2,275,0.3,64.05,6.4,57
2,6,1471,0.3,142.5,14.25,40
1,4,924,0.3,123.3,12.3,113
2,5,858,0.3,49.95,5,119
1,1,231,0.1,144.1,14.4,32
1,1,62,0.5,62,6.2,119
1,1,140,0.1,57.2,5.7,295
1,1,85,0.3,28.3,2.8,0
1,2,456,0.4,138.9,13.9,2
2,3,692,0.3,126.65,12.65,35
1,5,1250,0.3,120,12,124
3,10,1718,0.3,62.7666666666667,6.26666666666667,70
2,4,161,0.3,36.5,3.65,162
1,3,351,0.1,26.5,2.6,73
1,4,436,0.5,7.2,0.7,230
1,1,159,0.4,72.6,7.3,112
1,2,436,0.5,124.9,12.5,305
2,7,814,0.25,18,1.8,27
1,5,545,0.5,23.6,2.4,87
2,4,852,0.35,114.9,11.5,71
1,5,1090,0.3,105.3,10.5,221
1,1,54,0.3,54,5.4,55
1,1,54,0.3,18,1.8,69
1,1,248,0.4,163,16.3,76
1,1,220,0.2,85,8.5,271
2,2,335,0.3,72.45,7.2,24
1,5,570,0.3,11.2,1.1,228
1,2,318,0.5,75.8,7.6,247
1,1,117,0.2,30,3,151
1,1,117,0.3,19.5,1.9,48
1,1,224,0.5,110.4,11,83
1,5,1065,0.2,111.7,11.2,49
1,4,844,0.2,114.1,11.4,139
3,4,627,0.266666666666667,58.0666666666667,5.83333333333333,79
1,3,684,0.4,134.3,13.4,72
1,1,250,0.2,107.5,10.8,247
2,2,313,0.25,70.25,7.05,124
1,4,468,0.3,18.3,1.8,44
1,1,218,0.4,133.6,13.4,38
2,6,623,0.25,13.45,1.35,244
1,1,218,0.2,124.9,12.5,191
2,3,574,0.4,79.85,7.95,219
1,1,222,0.2,86.5,8.7,185
1,2,392,0.1,112.1,11.2,207
1,1,85,0.5,4.2,0.4,334
1,2,280,0.1,57.2,5.7,7
1,4,340,0.4,21.3,2.1,89
1,1,85,0.4,28.3,2.8,235
1,1,114,0.3,28.3,2.8,70
1,2,170,0.5,42.5,4.3,69
2,5,649,0.45,55.35,5.5,1
1,1,224,0.5,99.2,9.9,43
1,1,196,0.4,112.1,11.2,17
1,5,795,0.5,39.3,3.9,202
1,1,248,0.5,118.4,11.8,129
1,5,795,0.5,39.3,3.9,205
1,1,224,0.4,126.1,12.6,173
1,1,199,0.1,89.2,8.9,38
2,4,806,0.5,80.6,8.1,75
1,4,888,0.1,133.1,13.3,16
1,1,231,0.3,132.5,13.3,2
1,4,520,0.2,29.2,2.9,101
1,1,159,0.4,75.8,7.6,2
1,4,332,0.2,20.8,2.1,126
1,1,218,0.5,127.1,12.7,15
2,6,1373,0.4,121.75,12.15,116
1,1,140,0.1,55.8,5.6,154
1,2,456,0.4,138.9,13.9,3
2,6,1229,0.5,79.25,7.95,73
1,1,85,0.5,0.8,0.1,133
1,1,140,0.3,48.8,4.9,134
1,3,186,0.5,20.7,2.1,209
1,2,170,0.5,42.5,4.3,262
1,1,54,0.3,27,2.7,147
1,1,117,0.1,35.8,3.6,98
1,1,248,0.4,153.1,15.3,233
1,2,166,0.2,41.5,4.2,53
1,1,159,0.5,71.1,7.1,108
1,2,244,0.5,39.6,4,280
2,7,1310,0.5,69.95,7,202
3,7,631,0.366666666666667,22.5666666666667,2.26666666666667,220
2,2,231,0.25,30.85,3.1,101
2,2,285,0.35,65.7,6.55,39
1,5,1250,0.2,145,14.5,154
1,3,255,0.4,28.3,2.8,25
1,2,298,0.2,63,6.3,74
1,2,124,0.5,31,3.1,44
1,2,448,0.4,135,13.5,69
1,1,62,0.5,15.5,1.6,47
1,2,124,0.1,31,3.1,250
1,4,472,0.2,14.4,1.4,193
2,3,283,0.25,50.25,5,3
1,1,231,0.1,144.1,14.4,31
1,1,196,0.5,110.1,11,194
1,1,224,0.5,132.8,13.3,235
2,2,180,0.3,48.25,4.8,50
1,1,213,0.5,124.5,12.4,89
2,5,516,0.1,78.45,7.85,209
1,1,231,0.2,104.8,10.5,9
1,2,392,0.1,112.1,11.2,63
1,1,122,0.4,27.4,2.7,208
1,1,213,0.4,128.7,12.9,246
1,1,196,0.2,104.2,10.4,250
1,4,636,0.5,72.6,7.3,230
1,1,248,0.4,158.1,15.8,63
1,1,114,0.1,16.9,1.7,16
1,3,693,0.1,130.2,13,249
3,6,1325,0.366666666666667,118.3,11.8,193
1,2,244,0.3,34.7,3.5,127
2,2,144,0.2,4.95,0.5,22
1,1,224,0.5,117.1,11.7,319
1,5,610,0.4,17.6,1.8,78
1,3,633,0.2,99.4,9.9,252
1,4,924,0.1,141.8,14.2,227
2,9,673,0.3,16.25,1.65,5
1,1,248,0.2,153.1,15.3,279
1,1,118,0.1,35.6,3.6,227
1,1,109,0.4,20.3,2,92
1,4,636,0.4,66.3,6.6,351
1,3,195,0.1,21.7,2.2,209
1,1,122,0.4,27.4,2.7,57
1,2,260,0.1,47.4,4.7,237
1,1,72,0.3,36,3.6,300
1,1,196,0.4,84.6,8.5,110
1,1,140,0.3,47.4,4.7,202
1,5,545,0.5,23.6,2.4,54
1,1,222,0.2,137.6,13.8,151
1,1,117,0.3,23,2.3,35
1,4,852,0.5,124.5,12.4,43
1,5,1140,0.4,102.4,10.2,358
1,4,1000,0.1,160,16,196
1,2,228,0.2,22.6,2.3,51
2,3,178,0.4,42.5,4.25,173
1,2,124,0.5,31,3.1,3
2,3,652,0.45,116.7,11.65,20
1,2,448,0.3,130.6,13.1,25
1,1,109,0.5,23.6,2.4,54
1,4,216,0.1,13.5,1.4,230
2,5,617,0.15,27.2,2.7,109
3,10,1687,0.4,82.8666666666667,8.3,79
1,2,124,0.3,31,3.1,99
1,4,636,0.4,53.6,5.4,176
1,2,448,0.5,130.6,13.1,106
2,4,892,0.45,123,12.3,145
1,2,456,0.4,129.8,13,141
1,4,288,0.1,18,1.8,258
1,1,159,0.3,74.2,7.4,306
2,2,281,0.5,52.55,5.25,226
1,1,62,0.3,15.5,1.6,177
1,2,208,0.2,19.8,2,258
1,1,122,0.4,37.1,3.7,251
3,4,486,0.233333333333333,36.0666666666667,3.6,30
1,1,62,0.3,62,6.2,12
1,1,54,0.3,18,1.8,104
1,4,844,0.2,114.1,11.4,156
2,6,662,0.15,28.05,2.8,187
1,1,248,0.4,158.1,15.8,160
1,1,85,0.5,2.5,0.2,342
1,4,636,0.3,59.9,6,197
2,2,359,0.1,96.45,9.65,220
1,1,54,0.2,54,5.4,21
2,7,854,0.2,31.65,3.2,17
1,3,672,0.4,117.1,11.7,303
1,1,111,0.2,8.8,0.9,79
1,4,468,0.1,23,2.3,64
1,2,436,0.5,133.6,13.4,4
1,1,248,0.5,155.6,15.6,199
1,5,980,0.5,67,6.7,143
1,1,211,0.2,126.8,12.7,77
3,8,932,0.233333333333333,85.6,8.53333333333333,19
2,5,1213,0.3,135.1,13.5,29
1,2,456,0.4,138.9,13.9,329
2,6,918,0.15,68.15,6.8,4
1,1,213,0.5,130.9,13.1,21
2,5,1140,0.4,136.6,13.65,81
2,3,258,0.15,61.35,6.15,133
1,5,980,0.5,106.2,10.6,237
1,1,118,0.3,23.8,2.4,104
2,3,649,0.4,114,11.4,226
2,2,275,0.45,92.2,9.2,0
1,2,448,0.4,126.1,12.6,47
2,6,324,0.15,10.8,1.1,0
1,1,117,0.3,19.5,1.9,268
1,1,224,0.5,137.3,13.7,73
1,5,795,0.5,39.3,3.9,336
1,1,118,0.1,36.8,3.7,13
1,1,159,0.5,77.4,7.7,119
1,1,228,0.5,141.2,14.1,265
1,2,448,0.4,135,13.5,54
1,4,488,0.4,32.2,3.2,166
2,5,1109,0.3,84.1,8.4,250
1,1,140,0.3,51.6,5.2,231
1,1,118,0.2,35.6,3.6,167
2,7,1540,0.3,128.35,12.85,157
1,1,231,0.1,148.7,14.9,178
1,3,99,0.2,11,1.1,5
1,3,477,0.4,69.5,6.9,293
1,1,117,0.3,27.6,2.8,44
1,1,109,0.5,27.9,2.8,231
4,6,781,0.35,45.85,4.575,9
1,5,980,0.4,96.4,9.6,183
1,1,228,0.5,102.4,10.2,58
2,3,292,0.3,38.6,3.9,17
2,2,426,0.4,114.9,11.45,139
1,3,351,0.2,23,2.3,49
1,1,85,0.3,28.3,2.8,168
1,2,124,0.5,31,3.1,191
2,5,1063,0.3,112.85,11.3,196
2,3,477,0.4,71.05,7.1,73
1,1,140,0.1,57.2,5.7,138
1,3,633,0.1,124.7,12.5,116
1,1,65,0.1,65,6.5,276
1,5,545,0.4,7.2,0.7,224
1,1,62,0.4,20.7,2.1,61
2,3,605,0.4,107.8,10.75,85
1,1,54,0.2,27,2.7,69
2,2,409,0.45,115.15,11.5,160
1,4,436,0.4,11.6,1.2,210
1,5,610,0.4,17.6,1.8,154
2,4,872,0.35,86.3,8.65,119
1,5,980,0.3,86.6,8.7,59
2,2,207,0.1,19.95,2,46
2,2,105,0.2,21.3,2.15,94
2,2,346,0.5,70.4,7.05,70
1,1,122,0.5,23.7,2.4,33
1,5,980,0.3,86.6,8.7,341
1,5,795,0.2,63.1,6.3,247
1,5,545,0.5,1.8,0.2,164
1,3,186,0.5,20.7,2.1,78
1,1,109,0.5,25.7,2.6,361
1,3,654,0.4,124.9,12.5,248
1,5,570,0.3,11.2,1.1,268
1,4,784,0.4,100.3,10,23
1,1,62,0.2,20.7,2.1,151
1,1,159,0.4,69.5,6.9,55
1,3,672,0.5,123.8,12.4,49
1,1,118,0.2,35.6,3.6,86
2,7,1584,0.3,109.85,11,136
2,7,1235,0.4,66.45,6.65,77
2,3,546,0.5,99.85,10,137
1,4,784,0.5,76.8,7.7,354
1,5,1240,0.4,143.2,14.3,58
2,7,1029,0.25,43.75,4.35,178
2,4,503,0.2,29.9,3,84
2,3,690,0.25,131.2,13.1,97
1,1,72,0.1,36,3.6,75
2,2,442,0.25,124.1,12.4,68
1,1,192,0.2,92.8,9.3,53
2,6,798,0.35,66.15,6.6,63
1,1,159,0.5,74.2,7.4,108
1,1,196,0.5,108.2,10.8,334
1,1,109,0.3,15.9,1.6,101
1,2,280,0.1,57.2,5.7,58
1,1,104,0.1,23,2.3,267
1,2,170,0.4,42.5,4.3,306
1,3,672,0.4,130.6,13.1,228
1,1,85,0.5,4.2,0.4,316
1,3,99,0.1,11,1.1,355
1,1,211,0.3,114.1,11.4,228
2,6,1089,0.45,46.9,4.7,32
1,4,288,0.2,18,1.8,146
2,6,584,0.4,75.85,7.55,96
1,4,456,0.2,24.9,2.5,11
2,4,671,0.2,90.8,9.1,32
1,1,159,0.3,64.7,6.5,131
1,4,844,0.2,97.2,9.7,53
1,3,693,0.2,123.3,12.3,153
1,5,310,0.4,12.4,1.2,176
1,1,231,0.1,148.7,14.9,117
1,1,196,0.3,92.5,9.2,188
2,7,937,0.25,65.9,6.6,50
1,1,122,0.5,40.8,4.1,88
1,4,880,0.1,113.6,11.4,228
1,4,560,0.3,43.2,4.3,363
1,5,980,0.5,67,6.7,39
1,4,636,0.4,66.3,6.6,220
1,1,248,0.3,160.6,16.1,230
1,5,1140,0.4,125.2,12.5,90
2,7,1538,0.35,127.85,12.8,128
1,2,234,0.1,34.7,3.5,238
1,1,224,0.4,135,13.5,294
1,1,213,0.1,124.5,12.4,72
1,2,392,0.5,96.4,9.6,28
1,1,140,0.3,47.4,4.7,23
1,1,117,0.2,34.7,3.5,226
1,5,1250,0.3,107.5,10.8,86
1,3,420,0.2,51.6,5.2,108
1,1,118,0.2,32.1,3.2,21
2,4,449,0.45,31.65,3.15,208
1,2,496,0.4,148.2,14.8,12
1,1,192,0.2,108.2,10.8,55
1,1,196,0.3,98.4,9.8,296
2,6,1312,0.4,83.4,8.35,200
1,3,639,0.5,126.6,12.7,47
1,5,1140,0.4,102.4,10.2,200
2,3,374,0.25,37.75,3.75,71
1,2,436,0.5,116.2,11.6,170
1,1,196,0.4,108.2,10.8,304
1,2,124,0.5,31,3.1,3
1,2,448,0.3,130.6,13.1,348
1,1,118,0.2,30.9,3.1,105
2,3,470,0.2,87.55,8.75,10
1,2,392,0.3,104.2,10.4,146
1,2,124,0.4,31,3.1,145
1,3,477,0.5,64.7,6.5,3
1,1,140,0.3,39,3.9,164
2,2,498,0.3,147.85,14.8,6
1,1,149,0.1,46.7,4.7,78
1,1,211,0.2,118.3,11.8,207
1,1,211,0.2,126.8,12.7,268
1,4,844,0.2,114.1,11.4,241
2,4,234,0.15,27,2.7,139
1,1,250,0.2,107.5,10.8,248
1,5,360,0.3,14.4,1.4,296
1,3,327,0.5,25.7,2.6,28
2,10,2045,0.4,95.55,9.55,138
2,6,878,0.2,61.95,6.15,204
1,5,795,0.5,71.1,7.1,230
1,1,62,0.1,20.7,2.1,107
1,2,456,0.4,129.8,13,242
1,3,633,0.1,112,11.2,32
1,2,130,0.1,32.5,3.3,304
1,2,456,0.5,134.3,13.4,233
1,1,114,0.2,28.3,2.8,192
1,4,844,0.1,105.7,10.6,112
1,1,228,0.3,141.2,14.1,73
1,2,448,0.5,121.6,12.2,21
2,8,1739,0.4,120.3,12,291
1,1,250,0.2,145,14.5,294
1,1,140,0.2,57.2,5.7,142
1,1,122,0.5,23.7,2.4,105
1,1,248,0.4,163,16.3,29
2,7,1315,0.25,72.1,7.2,195
1,1,118,0.1,35.6,3.6,51
1,4,880,0.2,122.4,12.2,68
2,2,368,0.3,89.4,8.95,149
1,1,72,0.3,72,7.2,55
1,1,218,0.4,133.6,13.4,248
1,5,1120,0.2,121.6,12.2,33
1,5,310,0.4,12.4,1.2,163
1,1,114,0.3,28.3,2.8,95
1,3,390,0.2,34.4,3.4,216
1,5,1120,0.5,132.8,13.3,65
1,2,426,0.4,124.5,12.4,202
2,7,1608,0.4,118.55,11.85,67
1,1,149,0.2,31.8,3.2,257
1,5,425,0.4,17,1.7,175
1,5,1140,0.4,102.4,10.2,358
1,1,218,0.5,131.5,13.1,136
1,1,122,0.4,37.1,3.7,243
1,3,477,0.4,69.5,6.9,239
1,3,654,0.4,111.8,11.2,59
1,5,1065,0.5,79.8,8,59
1,1,54,0.3,27,2.7,4
2,6,880,0.2,36.8,3.65,10
1,2,260,0.2,37,3.7,105
1,4,992,0.4,148.2,14.8,47
1,1,218,0.5,94.4,9.4,53
1,1,211,0.3,112,11.2,355
1,1,54,0.2,10.8,1.1,92
2,4,793,0.35,108.6,10.85,25
1,1,85,0.1,1.6,0.2,223
2,5,776,0.3,60.35,6,160
1,1,211,0.3,114.1,11.4,270
1,2,130,0.2,32.5,3.3,52
2,2,437,0.45,135.2,13.55,322
1,2,244,0.5,34.7,3.5,188
2,2,303,0.3,84.05,8.4,5
2,2,466,0.5,144.8,14.45,20
2,6,528,0.45,69.75,6.95,119
1,5,1140,0.4,102.4,10.2,146
1,1,85,0.5,21.3,2.1,10
2,2,431,0.5,118.45,11.85,19
1,2,218,0.5,18.1,1.8,243
1,1,224,0.5,137.3,13.7,169
1,1,224,0.3,137.3,13.7,149
2,3,264,0.35,42.7,4.25,54
1,4,560,0.2,48.8,4.9,7
1,4,260,0.1,16.3,1.6,233
2,7,865,0.3,69.7,6.95,102
1,5,1240,0.4,143.2,14.3,242
1,3,639,0.4,120.2,12,74
1,4,1000,0.2,150,15,43
1,5,310,0.5,12.4,1.2,188
1,5,585,0.3,7.8,0.8,69
1,1,62,0.5,15.5,1.6,57
1,5,1140,0.3,113.8,11.4,79
2,7,1116,0.25,67.4,6.75,98
1,4,1000,0.2,130,13,32
1,1,140,0.1,55.8,5.6,65
1,2,426,0.4,124.5,12.4,311
1,1,72,0.3,36,3.6,33
1,1,218,0.3,131.5,13.1,198
1,1,250,0.2,145,14.5,231
1,2,392,0.2,108.2,10.8,151
1,2,124,0.4,31,3.1,82
1,3,672,0.5,110.4,11,163
1,1,231,0.2,93.3,9.3,57
1,5,1120,0.5,132.8,13.3,249
1,1,85,0.5,2.5,0.2,334
1,1,117,0.1,33.5,3.3,63
1,1,159,0.5,71.1,7.1,343
1,3,684,0.5,113.8,11.4,210
1,2,124,0.3,31,3.1,119
2,8,1796,0.2,117.55,11.75,130
1,5,795,0.2,63.1,6.3,198
4,10,1775,0.275,90.125,9.025,2
1,1,228,0.3,127.5,12.7,298
1,1,62,0.4,20.7,2.1,250
1,5,1090,0.4,94.4,9.4,169
1,2,426,0.5,111.7,11.2,30
1,4,468,0.3,18.3,1.8,20
2,4,504,0.15,42.25,4.2,78
1,1,85,0.5,28.3,2.8,102
1,1,114,0.2,27.2,2.7,250
1,1,159,0.4,75.8,7.6,180
1,1,228,0.1,141.2,14.1,190
2,5,595,0.45,35.75,3.6,160
1,1,117,0.1,35.8,3.6,158
1,2,218,0.3,22.5,2.2,132
1,5,545,0.3,12.7,1.3,117
1,3,744,0.5,145.7,14.6,20
1,1,224,0.4,108.2,10.8,140
1,2,170,0.4,42.5,4.3,45
1,4,560,0.1,54.4,5.4,57
1,4,288,0.2,18,1.8,325
1,4,636,0.5,72.6,7.3,119
1,1,54,0.2,54,5.4,55
1,1,222,0.1,130.9,13.1,340
1,5,425,0.1,0.8,0.1,233
2,4,454,0.3,68.7,6.85,12
2,6,708,0.25,71.2,7.1,45
2,6,1091,0.35,57.7,5.8,164
3,8,1433,0.333333333333333,93.5,9.36666666666667,26
1,3,312,0.1,14.6,1.5,203
1,1,228,0.3,120.6,12.1,314
2,4,602,0.3,63.65,6.35,3
1,1,248,0.5,158.1,15.8,230
1,3,684,0.5,127.5,12.7,246
1,1,224,0.5,117.1,11.7,164
1,1,140,0.3,51.6,5.2,280
2,8,911,0.5,20.05,2,51
1,4,992,0.4,128.3,12.8,177
2,6,1153,0.25,64.1,6.45,116
1,1,118,0.3,27.4,2.7,155
1,4,912,0.3,120.6,12.1,236
1,1,118,0.3,20.3,2,23
3,9,1480,0.4,78.5333333333333,7.86666666666667,61
2,8,952,0.15,28.1,2.8,278
1,1,140,0.2,46,4.6,44
1,4,444,0.1,17.7,1.8,18
1,5,610,0.4,17.6,1.8,95
2,4,474,0.15,27,2.7,29
1,1,62,0.4,20.7,2.1,242
1,1,140,0.1,57.2,5.7,97
2,5,1114,0.2,81.3,8.15,30
3,4,863,0.266666666666667,120.8,12.0666666666667,85
1,4,288,0.2,18,1.8,138
1,4,340,0.4,21.3,2.1,268
2,3,180,0.2,21.85,2.2,21
1,1,224,0.3,123.8,12.4,105
1,2,436,0.4,120.6,12.1,81
1,5,700,0.3,39,3.9,237
1,5,570,0.3,16.9,1.7,25
1,4,796,0.2,103.1,10.3,153
1,1,122,0.5,35.9,3.6,67
1,5,425,0.3,17,1.7,201
2,2,381,0.3,73.2,7.35,58
1,5,1140,0.4,102.4,10.2,178
1,2,260,0.2,39.6,4,91
1,5,1065,0.5,122.4,12.2,292
1,5,1055,0.3,78.3,7.8,148
1,2,496,0.5,163,16.3,88
1,1,54,0.1,54,5.4,124
1,1,228,0.5,141.2,14.1,143
1,4,520,0.2,39.6,4,54
1,1,218,0.5,127.1,12.7,223
1,5,1240,0.4,118.4,11.8,142
1,1,54,0.1,54,5.4,113
1,2,456,0.4,138.9,13.9,197
2,6,663,0.35,27.25,2.75,77
1,4,520,0.2,29.2,2.9,287
1,1,248,0.5,160.6,16.1,167
1,1,83,0.1,2.2,0.2,256
1,3,99,0.2,11,1.1,250
3,7,1284,0.166666666666667,98.5666666666667,9.86666666666667,63
1,4,456,0.3,20.3,2,75
3,10,2098,0.2,94.7,9.46666666666667,77
1,1,231,0.2,141.8,14.2,126
1,1,62,0.5,62,6.2,184
1,1,140,0.3,48.8,4.9,74
1,1,85,0.5,0.8,0.1,230
1,5,1055,0.3,88.8,8.9,320
